id,label,bandit_high,bandit_medium,bandit_low,bandit_conf_high,bandit_conf_medium,bandit_conf_low,semgrep_high,semgrep_medium,semgrep_low,total_bandit,total_semgrep,risk_score
rich/_emoji_replace.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-327,1,1,0,0,1,0,0,0,0,0,1,0,94.08192088476883
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-327,1,1,0,0,1,0,0,0,0,0,1,0,94.08192088476883
"CWE-78, CWE-703",1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
typer/_click/formatting.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
typer/_click/utils.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-732,1,0,1,0,1,0,0,0,1,0,1,1,77.36512785519056
examples/repo/repo.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_null_file.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
"CWE-259, CWE-703",1,0,0,2,1,1,0,0,0,0,2,0,95.83119000907755
rich/layout.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
rich/_unicode_data/unicode6-2-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
"CWE-94, CWE-330",1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
rich/_unicode_data/unicode8-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-330,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
docs_src/commands/help/tutorial006_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-089_author_1.py,1,0,1,1,0,2,0,1,1,0,2,2,99.99859202579742
rich/rule.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/prompt.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-095_author_1.py,1,0,1,0,1,0,0,0,1,0,1,1,77.36512785519056
scripts/deploy_docs_status.py,0,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
rich/_unicode_data/unicode14-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-89,1,0,1,0,0,1,0,1,1,0,1,2,99.95136298026085
CWE-89,1,0,0,0,0,0,0,1,1,0,0,2,96.07070104880104
examples/colors/colors.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode13-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode6-3-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
src/click/parser.py,0,0,0,1,1,0,0,0,1,0,1,1,58.42680560376964
CWE-319_author_1.py,1,0,0,0,0,0,0,0,1,0,0,1,40.185568207179855
CWE-295,1,1,1,0,1,0,1,1,1,0,2,2,99.86897533239679
examples/imagepipe/imagepipe.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
rich/_unicode_data/unicode15-1-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703_author_3.py,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
src/click/testing.py,0,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
examples/export.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/protocol.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode16-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-259,1,0,0,3,0,3,0,0,1,0,3,1,99.9963943136861
tools/make_width_tables.py,0,2,0,1,3,0,0,2,0,0,3,2,99.99995458768917
examples/completion/completion.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
docs_src/commands/help/tutorial007_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-259_author_1.py,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
rich/_unicode_data/unicode10-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-918_codeql_1.py,1,0,1,0,0,0,1,0,2,0,1,2,46.95311334600938
CWE-327_codeql_3.py,1,1,0,0,1,0,0,0,0,0,1,0,94.08192088476883
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
rich/_loop.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
examples/complex/complex/cli.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
examples/inout/inout.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
src/click/_utils.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-295_codeql_1.py,1,1,1,0,1,0,1,1,0,0,2,1,99.72355952336639
CWE-094_codeql_1.py,1,0,1,0,1,0,0,1,1,0,1,2,99.20247637683147
src/click/_compat.py,0,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
docs_src/commands/help/tutorial005_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/styled.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
"CWE-259, CWE-703",1,0,0,7,6,1,0,0,0,0,7,0,99.89151723234701
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-259_author_2.py,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
CWE-703,1,0,0,33,33,0,0,0,0,0,33,0,99.99999999168283
docs_src/subcommands/tutorial002_py310/main.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-020_codeql_4.py,1,0,0,0,0,0,0,1,0,0,0,1,92.04558132432177
CWE-330,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-798_codeql_1.py,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
CWE-089_codeql_1.py,1,0,1,1,0,2,0,1,1,0,2,2,99.99859202579742
docs_src/subcommands/name_help/tutorial006_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/box.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-020_codeql_2.py,1,0,1,1,2,0,0,1,1,0,2,2,99.61715712268743
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
rich/_log_render.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,5,5,5,5,0,0,0,0,10,0,99.99999999812839
src/click/_termui_impl.py,0,0,0,13,12,1,0,1,0,0,13,1,99.99996438667284
src/click/_textwrap.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-327_codeql_1.py,1,1,0,0,1,0,0,0,1,0,1,1,97.10897031343362
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-319_author_2.py,1,2,0,0,2,0,0,0,0,1,2,1,99.98597721943314
CWE-022_codeql_1.py,1,0,0,0,0,0,0,1,1,0,0,2,96.07070104880104
docs_src/options_autocompletion/tutorial007_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-502_sonar_1.py,1,0,1,0,1,0,0,1,0,0,1,1,98.3297277419944
CWE-89,1,0,0,0,0,0,0,1,0,0,0,1,92.04558132432177
scripts/add_latest_release_date.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
docs_src/options_autocompletion/tutorial008_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_ratio.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,92.72021405568303
rich/filesize.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/measure.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
docs_src/options/version/tutorial002_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
"CWE-259, CWE-703",1,0,0,3,2,1,0,0,0,0,3,0,97.96280860455758
rich/default_styles.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,6,6,0,0,0,0,0,6,0,96.38250629023031
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
rich/live_render.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,98.23740778008117
examples/top_lite_simulator.py,0,0,0,5,5,0,0,0,0,0,5,0,92.72021405568303
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,92.72021405568303
docs_src/subcommands/name_help/tutorial008_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
rich/constrain.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
"CWE-330, CWE-703",1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,98.23740778008117
rich/cells.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-89,1,0,0,0,0,0,0,1,1,0,0,2,96.07070104880104
examples/live_progress.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-78,1,0,1,0,0,0,1,0,0,0,1,0,16.545868199519777
docs_src/commands/options/tutorial001_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
examples/attrs.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/abc.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/pager.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,18,18,0,0,0,0,0,18,0,99.99946544564408
rich/_unicode_data/unicode6-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
docs_src/commands/help/tutorial004_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/palette.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-89,1,0,3,0,0,3,0,4,1,0,3,5,99.9999999998571
CWE-502_mitre_1.py,1,0,0,0,0,0,0,0,2,0,0,2,58.669711769062985
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
rich/control.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
scripts/prepare_release.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,92.72021405568303
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
rich/_unicode_data/unicode11-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-022_author_2.py,1,0,1,0,1,0,0,0,1,0,1,1,77.36512785519056
rich/color_triplet.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode7-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-89,1,0,0,0,0,0,0,1,1,0,0,2,96.07070104880104
CWE-330,1,0,0,6,6,0,0,0,0,0,6,0,96.38250629023031
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
rich/spinner.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,1,1,1,1,0,0,0,0,2,0,98.2427352000214
CWE-078_codeql_1.py,1,1,0,0,1,0,0,3,0,0,1,3,99.9998694915123
rich/padding.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
CWE-601_codeql_1.py,1,0,0,0,0,0,0,1,0,0,0,1,92.04558132432177
examples/tree.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-78,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
scripts/docs.py,0,0,0,6,6,0,0,0,0,0,6,0,96.38250629023031
benchmarks/benchmarks.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
docs_src/options_autocompletion/tutorial007_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
tests/typing/typing_aliased_group.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
typer/testing.py,0,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
rich/segment.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
CWE-020_codeql_1.py,1,0,0,0,0,0,0,0,1,0,0,1,40.185568207179855
CWE-502,1,0,1,0,1,0,0,0,2,0,1,2,87.83729034906125
src/click/formatting.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-78,1,1,0,0,1,0,0,0,0,0,1,0,94.08192088476883
rich/file_proxy.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,15,15,0,0,0,0,0,15,0,99.99510698229199
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
docs_src/commands/help/tutorial005_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
docs_src/commands/help/tutorial001_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
examples/jobs.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
docs/source/conf.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_windows_renderer.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
examples/downloader.py,0,0,1,0,1,0,0,0,1,0,1,1,77.36512785519056
rich/style.py,0,0,1,2,3,0,0,0,4,0,3,4,99.29619554425105
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,98.23740778008117
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,92.72021405568303
tests/atomic_write_example.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
"CWE-327, CWE-330",1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
src/click/_winconsole.py,0,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
src/click/exceptions.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
docs_src/options_autocompletion/tutorial004_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/logging.py,0,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
examples/print_calendar.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/progress_bar.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
docs_src/options/version/tutorial003_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/diagnose.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
typer/_click/termui.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
"CWE-22, CWE-78",1,3,0,0,3,0,0,3,0,0,3,3,99.99999994778996
examples/listdir.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode5-1-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode12-1-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
typer/_click/decorators.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
typer/rich_utils.py,0,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
examples/spinners.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-89,1,0,3,0,0,3,0,4,1,0,3,5,99.9999999998571
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
rich/_win32_console.py,0,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,74.42865445934113
docs/conf.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/emoji.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-89,1,0,4,0,0,4,0,4,1,0,4,5,99.9999999999983
examples/termui/termui.py,0,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
"CWE-94, CWE-703",1,0,1,1,2,0,0,0,1,0,2,1,87.72995662069988
src/click/globals.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/_versions.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,85.89294688350996
rich/containers.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-798_author_1.py,1,0,0,1,0,1,0,0,0,0,1,0,91.65905583942813
tests/assets/cli/multi_app.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-94,1,0,1,0,1,0,0,0,0,0,1,0,61.7978637442286
CWE-89,1,0,2,0,0,0,2,0,0,0,2,0,11.002209622149483
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,39.94522667094409
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,92.72021405568303
CWE-78,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-079_codeql_2.py,1,0,0,0,0,0,0,0,1,0,0,1,40.185568207179855
CWE-502_codeql_1.py,1,0,1,1,2,0,0,0,1,0,2,1,87.72995662069988
CWE-326_author_2.py,1,1,1,0,2,0,0,0,1,0,2,1,99.41822355855236
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,58.18348935044831
CWE-94,1,0,1,0,1,0,0,0,1,0,1,1,77.36512785519056
rich/theme.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
rich/_unicode_data/unicode6-1-0.py,0,0,0,0,0,0,0,0,0,0,0,0,24.125595365054796
