id,label,bandit_high,bandit_medium,bandit_low,bandit_conf_high,bandit_conf_medium,bandit_conf_low,semgrep_high,semgrep_medium,semgrep_low,total_bandit,total_semgrep,risk_score
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-703,1,0,0,9,9,0,0,0,0,0,9,0,100.0
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-327_codeql_2.py,1,0,0,1,0,1,0,0,1,0,1,1,94.67859215972396
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,8,8,0,0,0,0,0,8,0,100.0
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-502,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
rich/_ratio.py,0,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-78,1,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
rich/repr.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-259_author_2.py,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-703,1,0,1,1,1,1,0,0,0,0,2,0,99.1505376344086
CWE-330_author_1.py,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
tests/assets/cli/multi_app_norich.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-89,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
"CWE-259, CWE-703",1,0,0,7,6,1,0,0,0,0,7,0,99.38888888888889
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-703,1,0,0,8,8,0,0,0,0,0,8,0,100.0
typer/_click/utils.py,0,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
docs_src/subcommands/name_help/tutorial007_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,93.1600250796771
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,1,0,0,0,1,0,0,0,1,0,35.481547619047625
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-89,1,0,1,0,0,0,1,1,1,0,1,2,90.98333333333333
typer/_click/globals.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,93.1600250796771
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
typer/cli.py,0,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,9,9,0,0,0,0,0,9,0,100.0
rich/pager.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
rich/markdown.py,0,0,0,6,6,0,0,0,0,0,6,0,74.85788982259568
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
docs_src/commands/help/tutorial005_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
tests/atomic_write_example.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,18,18,0,0,0,0,0,18,0,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
rich/_log_render.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,2,0,1,2,91.03869047619047
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-330,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
"CWE-259, CWE-703",1,0,0,2,1,1,0,0,0,0,2,0,99.9006943580815
"CWE-327, CWE-330",1,1,0,1,2,0,0,0,0,0,2,0,98.77591101790556
docs_src/commands/options/tutorial001_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-327,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-89,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-327,1,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
scripts/prepare_release.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-703,1,0,0,2,1,1,0,0,0,0,2,0,99.9006943580815
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-295,1,1,1,0,1,0,1,1,1,0,2,2,98.125
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-89,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-732,1,0,1,0,1,0,0,0,1,0,1,1,86.10569430569429
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-94,1,0,1,0,1,0,0,0,1,0,1,1,86.10569430569429
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-78,1,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,100.0
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
"CWE-327, CWE-703",1,1,0,1,2,0,0,0,0,0,2,0,98.77591101790556
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-20,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
"CWE-259, CWE-703",1,0,4,2,1,1,4,0,0,0,6,0,83.98214285714286
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-330,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
"CWE-259, CWE-703",1,0,0,3,2,1,0,0,0,0,3,0,99.70629595908129
examples/layout.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
docs_src/arguments/help/tutorial007_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,24,24,0,0,0,0,0,24,0,100.0
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-330,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,1,1,0,0,0,1,0,1,1,68.49986933250783
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
src/click/parser.py,0,0,0,1,1,0,0,0,1,0,1,1,68.49986933250783
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,1,0,0,0,1,0,0,0,1,0,35.481547619047625
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,1,1,0,1,1,0,0,1,0,2,1,37.78194444444445
rich/_unicode_data/unicode15-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-327,1,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
rich/style.py,0,0,1,2,3,0,0,0,4,0,3,4,28.905386445358282
CWE-502,1,0,1,0,1,0,0,0,1,0,1,1,86.10569430569429
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
rich/_unicode_data/unicode12-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
examples/downloader.py,0,0,1,0,1,0,0,0,1,0,1,1,86.10569430569429
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
rich/spinner.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-798_author_1.py,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-502,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
rich/_unicode_data/unicode7-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
docs_src/options/help/tutorial002_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-78,1,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-78,1,1,0,0,1,0,0,1,0,0,1,1,99.93796992481202
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-327,1,1,0,0,1,0,0,0,0,0,1,0,92.55004226851432
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,14,14,0,0,0,0,0,14,0,100.0
,0,0,1,0,0,0,1,1,0,0,1,1,66.7779761904762
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-327,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-89,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-089_author_1.py,1,0,1,1,0,2,0,1,1,0,2,2,100.0
rich/file_proxy.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
src/click/_compat.py,0,0,0,4,4,0,0,0,0,0,4,0,93.1600250796771
CWE-703,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
examples/fullscreen.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,1,0,0,0,1,0,0,0,1,0,35.481547619047625
CWE-703,1,0,0,8,8,0,0,0,0,0,8,0,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
docs_src/commands/help/tutorial001_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
,0,0,3,0,0,0,3,0,0,0,3,0,10.291666666666668
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-89,1,0,1,0,0,1,0,1,1,0,1,2,100.0
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,100.0
CWE-732_author_1.py,1,0,1,2,3,0,0,0,1,0,3,1,87.35574873475676
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-94,1,0,1,0,1,0,0,0,1,0,1,1,86.10569430569429
CWE-703,1,0,0,12,10,2,0,0,0,0,12,0,100.0
"CWE-94, CWE-703",1,0,1,1,2,0,0,0,1,0,2,1,96.71666666666665
CWE-703,1,0,0,3,1,2,0,0,0,0,3,0,99.95786267995571
"CWE-259, CWE-703",1,0,0,2,1,1,0,0,0,0,2,0,99.9006943580815
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-327,1,0,0,0,0,0,0,0,1,0,0,1,54.31367174940416
CWE-703,1,0,0,8,8,0,0,0,0,0,8,0,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
docs_src/parameter_types/path/tutorial002_an_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-502,1,0,2,0,2,0,0,0,0,0,2,0,91.93095238095239
CWE-703,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,8,8,0,0,0,0,0,8,0,100.0
CWE-703,1,0,0,14,14,0,0,0,0,0,14,0,100.0
CWE-703,1,0,0,10,10,0,0,0,0,0,10,0,100.0
typer/rich_utils.py,0,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
tests/test_completion/example_rich_tags.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,18,18,0,0,0,0,0,18,0,100.0
rich/markup.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-259,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,93.1600250796771
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,6,6,0,0,0,0,0,6,0,74.85788982259568
rich/_unicode_data/unicode6-2-0.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-22,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
"CWE-94, CWE-330",1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,7,7,0,0,0,0,0,7,0,100.0
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
typer/_click/_winconsole.py,0,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,14,14,0,0,0,0,0,14,0,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
rich/containers.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-259,1,0,0,23,0,23,0,0,0,0,23,0,78.40875
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-89,1,0,0,0,0,0,0,1,1,0,0,2,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
CWE-327,1,0,0,0,0,0,0,0,3,0,0,3,99.02651515151514
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-78,1,1,0,0,1,0,0,1,0,0,1,1,99.93796992481202
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,2,2,0,0,0,0,0,2,0,89.95003017504536
scripts/docs.py,0,0,0,6,6,0,0,0,0,0,6,0,74.85788982259568
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
typer/_click/shell_completion.py,0,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,93.1600250796771
typer/_click/exceptions.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-79,1,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,5,5,0,0,0,0,0,5,0,90.81244996320292
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
docs_src/subcommands/name_help/tutorial005_py310.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-330,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
CWE-259,1,0,0,1,0,1,0,0,0,0,1,0,96.39124868105131
CWE-703,1,0,0,4,4,0,0,0,0,0,4,0,93.1600250796771
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-Unknown,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,6,6,0,0,0,0,0,6,0,74.85788982259568
CWE-703,1,0,0,3,3,0,0,0,0,0,3,0,95.96586913694678
CWE-703,1,0,0,1,1,0,0,0,0,0,1,0,94.22362040676414
UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
CWE-703,1,0,0,14,14,0,0,0,0,0,14,0,100.0
,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
rich/_unicode_data/unicode10-0-0.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
benchmarks/snippets.py,0,0,0,0,0,0,0,0,0,0,0,0,11.015135348666632
